"carrera","carrera_grupo","Carrera_normalizada"
"Licenciado en Gestion del Deporte","Economicas","Administracion y Gestion Cultural"
"Licenciado en Gestion e Historia de las Artes - Ciclo de Licenciatura","Sociales","Administracion y Gestion Cultural"
"Licenciado en Gestion Educativa - Ciclo de Licenciatura - MD","Educacion","Administracion y Gestion Cultural"
"Licenciado en Gestion Educativa - MD","Educacion","Administracion y Gestion Cultural"
"Licenciado en Gestion Universitaria","Economicas","Administracion y Gestion Cultural"
"Licenciado en Gestion y Desarrollo Cultural","Economicas","Administracion y Gestion Cultural"
"Magister de la Universidad de Buenos Aires en Administracion Cultural","Economicas","Administracion y Gestion Cultural"
"Magister de la Universidad de Buenos Aires en Administracion de Organizaciones del Sector Cultural y Creativo con orientacion en A","Economicas","Administracion y Gestion Cultural"
"Magister de la Universidad de Buenos Aires en Administracion de Organizaciones del Sector Cultural y Creativo con orientacion en P","Economicas","Administracion y Gestion Cultural"
"Magister de la Universidad de Buenos Aires en Administracion de Organizaciones en el Sector Cultural y Creativo","Economicas","Administracion y Gestion Cultural"
"Magister de la Universidad de Buenos Aires en Gestion Cultural","Economicas","Administracion y Gestion Cultural"
"Magister en Industrias Culturales: Politicas y Gestion","Sociales","Administracion y Gestion Cultural"
"Magister en Valoracion del Patrimonio Natural y Cultural","Naturales","Administracion y Gestion Cultural"
"Organizador de Torneos y Competencias","Economicas","Administracion y Gestion Cultural"
"Productor de Espectaculos","","Administracion y Gestion Cultural"
"Productor de Television","","Administracion y Gestion Cultural"
"Tecnico en Administracion y Gestion de Instituciones Universitarias","Economicas","Administracion y Gestion Cultural"
"Tecnico en Gestion del Arte y la Cultura","Arte","Administracion y Gestion Cultural"
"Tecnico en Gestion y Administracion de la Cultura - MD","Economicas","Administracion y Gestion Cultural"
"Tecnico en Gestion y Desarrollo Cultural","Economicas","Administracion y Gestion Cultural"
"Tecnico Superíor en Administracion y Gestion de Instituciones Universitarias","Economicas","Administracion y Gestion Cultural"
"Tecnico Superíor en Gestion Universitaria","Economicas","Administracion y Gestion Cultural"
"Tecnico Universitarío en Gestion Cultural","Economicas","Administracion y Gestion Cultural"
"Tecnico Universitarío en Gestion Cultural - MD","Economicas","Administracion y Gestion Cultural"
"Tecnico Universitarío en Gestion Cultural y Emprendimientos Culturales","Economicas","Administracion y Gestion Cultural"
"Licenciado en Gestion de Seguros","Economicas","Adminsitracion y Produccion de seguros"
"Tecnico en Produccion de Seguros","Economicas","Adminsitracion y Produccion de seguros"
"Tecnico Universitarío en Seguros","Economicas","Adminsitracion y Produccion de seguros"
"Agrimensor","Naturales","Agrimensura"
"Bachiller Universitarío en Ciencias de la Ingenieria -titulo intermedio de la carrera de Agrimensura (Plan1985)-","Ingenieria","Agrimensura"
"Bachiller Universitarío en Ciencias de la Ingenieria -titulo intermedio de la carrera de Ingenieria Agrimensura-","Ingenieria","Agrimensura"
"Doctor en Agrimensura","Naturales","Agrimensura"
"Ingeniero en Agrimensura Orientacion Geografica","Ingenieria","Agrimensura"
"Magister de la Universidad de Buenos Aires, area Agronegocios","Naturales","Agrimensura"
"Magister en Catastro Territorial","","Agrimensura"
"Licenciado en Lengua y Literatura Alemanas","Letras","Aleman"
"Traductor Publico en Idioma Aleman","Educacion","Aleman"
"Traductor Publico Nacional de Aleman","Educacion","Aleman"
"Especialista en Anestesia, Analgesia y Reanimacion","Salud","Anestesiologia"
"Especialista en Anestesiologia","Salud","Anestesiologia"
"Tecnico Universitarío en Anestesia","Salud","Anestesiologia"
"Auxiliar Tecnico en Antropologia","Sociales","Antropologia"
"Bachiller Universitarío -titulo intermedio de la carrera de Licenciado en Antropologia-","Sociales","Antropologia"
"Bachiller Universitarío -titulo intermedio de la carrera de Profesor en Antropologia-","Educacion","Antropologia"
"Ciclo Ciencias Antropologicas","Sociales","Antropologia"
"Diplomado Superíor en Antropologia Social y Politica (Titulo Propio) - MD","Sociales","Antropologia"
"Doctor de la Universidad de Buenos Aires, area Antropologia","Sociales","Antropologia"
"Doctor de la Universidad de Buenos Aires, area Bioantropologia","Sociales","Antropologia"
"Doctor de la Universidad de Buenos Aires, area Ciencias Antropologicas","Sociales","Antropologia"
"Doctor en Antropologia Social","Sociales","Antropologia"
"Doctor en Ciencias Antropologicas","Sociales","Antropologia"
"Doctor en Humanidades y Artes - Mencion Antropologia","Sociales","Antropologia"
"Especialista en Antropologia Social","Sociales","Antropologia"
"Especialista en Cultura Guarani - Jesuitica","Sociales","Antropologia"
"Especialista en Cultura y Literatura del NOA - Siglo XX","Sociales","Antropologia"
"Especialista en Estudios Culturales","Sociales","Antropologia"
"Especialista en Estudios Interculturales, de Generos y Sexualidades","","Antropologia"
"Licenciado en Antropologia","Sociales","Antropologia"
"Licenciado en Antropologia orientacion Arqueologia","Sociales","Antropologia"
"Licenciado en Antropologia Social","Sociales","Antropologia"
"Licenciado en Antropologia Social y Cultural","Sociales","Antropologia"
"Licenciado en Ciencias Antropologicas","Sociales","Antropologia"
"Licenciado en Ciencias Antropologicas (Orientacion Arqueologica)","Sociales","Antropologia"
"Licenciado en Ciencias Antropologicas (Orientacion Sociocultural)","Sociales","Antropologia"
"Licenciado en Ciencias Antropologicas con Orientacion Sociocultural","Sociales","Antropologia"
"Licenciado en Cultura y Lenguajes Artisticos","Sociales","Antropologia"
"Magister de la Universidad de Buenos Aires en Antropologia Social","Sociales","Antropologia"
"Magister en Antropologia","Sociales","Antropologia"
"Magister en Antropologia Social","Sociales","Antropologia"
"Magister en Antropologia Social y Politica","Sociales","Antropologia"
"Magister en Cultura Guarani-Jesuitica","Sociales","Antropologia"
"Magister en Culturas y Literaturas Comparadas","Sociales","Antropologia"
"Magister en Diversidad Cultural","Sociales","Antropologia"
"Magister en Estudios Culturales","Sociales","Antropologia"
"Tecnico en Prevencion de Drogadiccion","Salud","Antropologia"
"Arqueologo","Sociales","Arqueologia"
"Doctor de la Universidad de Buenos Aires, area Arqueologia","Sociales","Arqueologia"
"Doctor en Arqueologia","Sociales","Arqueologia"
"Especialista en el Patrimonio Arqueologico de Paisajes Culturales de los Andes Meridionales","Sociales","Arqueologia"
"Licenciado en Arqueologia","Sociales","Arqueologia"
"Licenciado en Arqueologia - Plan 2014","Sociales","Arqueologia"
"Licenciado en Paleontologia","Salud","Arqueologia"
"Licenciado en Patrimonio Cultural","Sociales","Arqueologia"
"Arquitecto","Arquitectura","Arquitectura y Urbanismo"
"Arquitecto Especialista en Preservacion, Conservacion y Reciclaje del Patrimonio Monumental Urbano","Arquitectura","Arquitectura y Urbanismo"
"Bachiller Universitarío -titulo intermedio de la carrera de Arquitectura-","Arquitectura","Arquitectura y Urbanismo"
"Bachiller Universitarío con mencion en Arquitectura","Arquitectura","Arquitectura y Urbanismo"
"Ciclo Basico de Formacion- Licenciado en Urbanismo","Arquitectura","Arquitectura y Urbanismo"
"Doctor de la Universidad de Buenos Aires, area Arquitectura","Arquitectura","Arquitectura y Urbanismo"
"Doctor de la Universidad de Buenos Aires, area Urbanismo","Arquitectura","Arquitectura y Urbanismo"
"Doctor en Arquitectura","Arquitectura","Arquitectura y Urbanismo"
"Doctor en Arquitectura y Urbanismo","Arquitectura","Arquitectura y Urbanismo"
"Doctor en Estudios Urbano Regionales","Arquitectura","Arquitectura y Urbanismo"
"Doctor en Estudios Urbanos","Arquitectura","Arquitectura y Urbanismo"
"Doctor en Ordenamiento Territorial y Desarrollo Sostenible","Arquitectura","Arquitectura y Urbanismo"
"Especialista en Arquitectura y Habitat Sustentable","Arquitectura","Arquitectura y Urbanismo"
"Especialista en Diseño Estructural de Obras de Arquitectura","Arquitectura","Arquitectura y Urbanismo"
"Especialista en Enseñanza Universitaria de la Arquitectura y el Diseño","Arquitectura","Arquitectura y Urbanismo"
"Especialista en Gerenciamiento y Direccion de Proyectos y Obras","Arquitectura","Arquitectura y Urbanismo"
"Especialista en Gestion del Patrimonio Cultural","Arquitectura","Arquitectura y Urbanismo"
"Especialista en Gestion Integral del Proyecto Arquitectonico y Urbano","Arquitectura","Arquitectura y Urbanismo"
"Especialista en Gestion Local del Habitat Popular","Arquitectura","Arquitectura y Urbanismo"
"Especialista en Historia y Critica de la Arquitectura y del Urbanismo","Arquitectura","Arquitectura y Urbanismo"
"Especialista en Investigacion Proyectual - Orientacion Vivienda","Arquitectura","Arquitectura y Urbanismo"
"Especialista en Municipio y Desarrollo Territorial","Arquitectura","Arquitectura y Urbanismo"
"Especialista en Pericias y Tasaciones con mencion en Obras de Arquitectura y Urbanismo","Arquitectura","Arquitectura y Urbanismo"
"Especialista en Planeamiento del Recurso Fisico en Salud.","Arquitectura","Arquitectura y Urbanismo"
"Especialista en Planeamiento Regional","Arquitectura","Arquitectura y Urbanismo"
"Especialista en Planificacion Urbana - Regional, Orientacion Planificacion Regional Estrategica","Arquitectura","Arquitectura y Urbanismo"
"Especialista en Planificacion Urbana - Regional, Orientacion Planificacion Urbana Participativa","Arquitectura","Arquitectura y Urbanismo"
"Especialista en Planificacion Urbana y Regional","Arquitectura","Arquitectura y Urbanismo"
"Especialista en Planificacion Urbana-Regional","Arquitectura","Arquitectura y Urbanismo"
"Especialista en Planificacion Urbano-Territorial","Arquitectura","Arquitectura y Urbanismo"
"Especialista en Preservacion, Conservacion y Reciclaje de Edificios de Valor Patrimonial","Arquitectura","Arquitectura y Urbanismo"
"Especialista en Proyecto Urbano","Arquitectura","Arquitectura y Urbanismo"
"Especialista en Proyecto, Planificacion y Gestion de Arquitectura para la Educacion","Arquitectura","Arquitectura y Urbanismo"
"Especialista en Proyectos Urbanos","Arquitectura","Arquitectura y Urbanismo"
"Especialista en Tecnologia Arquitectonica","Arquitectura","Arquitectura y Urbanismo"
"Especialista en Tecnologias Urbanas Sostenibles","Arquitectura","Arquitectura y Urbanismo"
"Especialista Principal en Arquitectura Interíor","Arquitectura","Arquitectura y Urbanismo"
"Licenciado en Urbanismo","Arquitectura","Arquitectura y Urbanismo"
"Magister de la Universidad de Buenos Aires en Diseño Arquitectonico Avanzado","Arquitectura","Arquitectura y Urbanismo"
"Magister de la Universidad de Buenos Aires en Habitat y Pobreza Urbana en America Latina","Arquitectura","Arquitectura y Urbanismo"
"Magister de la Universidad de Buenos Aires en Historia y Critica de la Arquitectura, Diseño y del Urbanismo","Arquitectura","Arquitectura y Urbanismo"
"Magister de la Universidad de Buenos Aires en Investigacion Proyectual Orientacion Vivienda","Arquitectura","Arquitectura y Urbanismo"
"Magister de la Universidad de Buenos Aires en Patrimonio Artistico y Cultura en Sudamerica Colonial","Arquitectura","Arquitectura y Urbanismo"
"Magister de la Universidad de Buenos Aires en Planificacion Urbana - Regional","Arquitectura","Arquitectura y Urbanismo"
"Magister de la Universidad de Buenos Aires en Planificacion Urbana - Regional, Orientacion: Planificacion Urbana Participativa","Arquitectura","Arquitectura y Urbanismo"
"Magister de la Universidad de Buenos Aires en Planificacion Urbana y Regional","Arquitectura","Arquitectura y Urbanismo"
"Magister en Administracion de Ciudades","Arquitectura","Arquitectura y Urbanismo"
"Magister en Arquitectura","Arquitectura","Arquitectura y Urbanismo"
"Magister en Arquitectura de Zonas aridas y Sismicas","Arquitectura","Arquitectura y Urbanismo"
"Magister en Arquitectura y Diseño","Arquitectura","Arquitectura y Urbanismo"
"Magister en Arquitectura y Habitat Sustentable","Arquitectura","Arquitectura y Urbanismo"
"Magister en Ciencias del Territorío","Arquitectura","Arquitectura y Urbanismo"
"Magister en Conservacion y Rehabilitacion del Patrimonio Arquitectonico","Arquitectura","Arquitectura y Urbanismo"
"Magister en Conservacion, Restauracion e Intervencion  del Patrimonio Arquitectonico y Urbano","Arquitectura","Arquitectura y Urbanismo"
"Magister en Desarrollo Territorial","Arquitectura","Arquitectura y Urbanismo"
"Magister en Desarrollo y Gestion Territorial","Arquitectura","Arquitectura y Urbanismo"
"Magister en Desarrollo y Gestion Territorial con mencion en Gestion del Desarrollo Local  y Municipal","Arquitectura","Arquitectura y Urbanismo"
